recipe,xpname,transfection_date,calibration,calibration_diagnostics,n_repeats,best_repeat,network_loaded,architecture,sequestron_type,colors
LmO+Sirius+i720+mNG,"2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2","['2023-06-27-20-30', '2023-07-03-20-30']","no,no","[False, False]",2,0,False,unknown,unknown,
LmO+Sirius+i720+tagBFP,"2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2","['2023-06-27-20-30', '2023-07-03-20-30']","no,no","[False, False]",2,0,False,unknown,unknown,
LmO+mKO2+i720+mTSaph,"2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2","['2023-06-27-20-30', '2023-07-03-20-30']","no,no","[False, False]",2,0,False,unknown,unknown,
NW-B+pGW0010,20220501-GW-l1vsl2,['2022-05-01:09h30m00s'],no,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
NoiseFloor_10_11,"2023-04-18_Constraints_PguCascades,2023-10-16_ConstraintsV2_1_NoiseFloor","['2023-04-15-16-30', 'x']","old,no","[False, False]",2,0,False,unknown,unknown,
NoiseFloor_1_1,"2023-04-18_Constraints_PguCascades,2023-10-16_ConstraintsV2_1_NoiseFloor","['2023-04-15-16-30', 'x']","old,no","[False, False]",2,0,False,unknown,unknown,
NoiseFloor_1_10,"2023-04-18_Constraints_PguCascades,2023-10-16_ConstraintsV2_1_NoiseFloor","['2023-04-15-16-30', 'x']","old,no","[False, False]",2,0,True,no device,none,"iRFP720,tagBFP"
NoiseFloor_1_100,"2023-04-18_Constraints_PguCascades,2023-10-16_ConstraintsV2_1_NoiseFloor","['2023-04-15-16-30', 'x']","old,no","[False, False]",2,0,True,no device,none,"iRFP720,tagBFP"
NoiseFloor_1_2,"2023-04-18_Constraints_PguCascades,2023-10-16_ConstraintsV2_1_NoiseFloor","['2023-04-15-16-30', 'x']","old,no","[False, False]",2,0,True,no device,none,"iRFP720,tagBFP"
NoiseFloor_1_20,"2023-04-18_Constraints_PguCascades,2023-10-16_ConstraintsV2_1_NoiseFloor","['2023-04-15-16-30', 'x']","old,no","[False, False]",2,0,True,no device,none,"iRFP720,tagBFP"
NoiseFloor_1_3,"2023-04-18_Constraints_PguCascades,2023-10-16_ConstraintsV2_1_NoiseFloor","['2023-04-15-16-30', 'x']","old,no","[False, False]",2,0,True,no device,none,"iRFP720,tagBFP"
NoiseFloor_1_30,"2023-04-18_Constraints_PguCascades,2023-10-16_ConstraintsV2_1_NoiseFloor","['2023-04-15-16-30', 'x']","old,no","[False, False]",2,0,False,unknown,unknown,
NoiseFloor_1_5,"2023-04-18_Constraints_PguCascades,2023-10-16_ConstraintsV2_1_NoiseFloor","['2023-04-15-16-30', 'x']","old,no","[False, False]",2,0,True,no device,none,"iRFP720,tagBFP"
NoiseFloor_1_50,"2023-04-18_Constraints_PguCascades,2023-10-16_ConstraintsV2_1_NoiseFloor","['2023-04-15-16-30', 'x']","old,no","[False, False]",2,0,True,no device,none,"iRFP720,tagBFP"
Pgu,"2023-03-03_CascadesV1,2023-03-19_CascadesV2,2023-10-29_ConstraintsV2_3","['2023-01-19-19-00', '2023-01-19-19-00', 'x']","old,old,no","[False, False, True]",3,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,tagBFP"
Ratio_1_1,2023-06-23_Initial_ID7000,['2023-06-21-20-30'],no,[False],1,0,False,unknown,unknown,
Ratio_1_10,2023-06-23_Initial_ID7000,['2023-06-21-20-30'],no,[False],1,0,False,unknown,unknown,
Ratio_1_3,2023-06-23_Initial_ID7000,['2023-06-21-20-30'],no,[False],1,0,False,unknown,unknown,
RecombCascadeCasEHL,2023-03-03_CascadesV1,['2023-01-19-19-00'],old,[False],1,0,False,unknown,unknown,
RecombCascadeCasELH,2023-03-03_CascadesV1,['2023-01-19-19-00'],old,[False],1,0,False,unknown,unknown,"L0.G_mNeonGreen,mKate,tagBFP"
RecombCascadeCasEMM,2023-03-03_CascadesV1,['2023-01-19-19-00'],old,[False],1,0,False,unknown,unknown,"L0.G_mNeonGreen,mKate,tagBFP"
RecombCascadeCsy4HL,2023-03-03_CascadesV1,['2023-01-19-19-00'],old,[False],1,0,False,unknown,unknown,"L0.G_mNeonGreen,mKate,tagBFP"
RecombCascadeCsy4LH,2023-03-03_CascadesV1,['2023-01-19-19-00'],old,[False],1,0,False,unknown,unknown,
RecombCascadeCsy4MM,2023-03-03_CascadesV1,['2023-01-19-19-00'],old,[False],1,0,False,unknown,unknown,
RecombCascadePguHL,2023-03-03_CascadesV1,['2023-01-19-19-00'],old,[False],1,0,False,unknown,unknown,
RecombCascadePguLH,2023-03-03_CascadesV1,['2023-01-19-19-00'],old,[False],1,0,False,unknown,unknown,"L0.G_mNeonGreen,mKate,tagBFP"
RecombCascadePguMM,2023-03-03_CascadesV1,['2023-01-19-19-00'],old,[False],1,0,False,unknown,unknown,"L0.G_mNeonGreen,mKate,tagBFP"
Sirius,"2023-05-12_Colors1,2023-06-23_Initial_ID7000,2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2","['2023-05-10-04-30', '2023-06-21-20-30', '2023-06-27-20-30', '2023-07-03-20-30']","old,no,no,no","[False, False, False, False]",4,0,False,unknown,unknown,
attInvNG,RecombinaseT2,['2022-08-02'],no,[False],1,0,False,unknown,unknown,
attNG,RecombinaseT2,['2022-08-02'],no,[False],1,0,False,unknown,unknown,
attNG1xu,RecombinaseT2,['2022-08-02'],no,[False],1,0,False,unknown,unknown,
attP-NG-attB_PhiC_PhiC-RDF,"2022-11-01_Recombinase_Timelapse_V2_24hrs,2022-11-01_Recombinase_Timelapse_V2_24hrs_TASBE,2022-11-02_Recombinase_Timelapse_V2_48hrs,2022-11-02_Recombinase_Timelapse_V2_48hrs_TASBE,2022-11-03_Recombinase_Timelapse_V2_72hrs,2022-11-03_Recombinase_Timelapse_V2_72hrs_TASBE,2022-11-04_Recombinase_Timelapse_V2_96hrs,2022-11-04_Recombinase_Timelapse_V2_96hrs_TASBE","['2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20']","no,no,no,no,no,no,no,no","[False, False, False, False, False, False, False, False]",8,0,False,unknown,unknown,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
attP-NG-attB_PhiC_RDF,"2022-11-01_Recombinase_Timelapse_V2_24hrs,2022-11-01_Recombinase_Timelapse_V2_24hrs_TASBE,2022-11-02_Recombinase_Timelapse_V2_48hrs,2022-11-02_Recombinase_Timelapse_V2_48hrs_TASBE,2022-11-03_Recombinase_Timelapse_V2_72hrs,2022-11-03_Recombinase_Timelapse_V2_72hrs_TASBE,2022-11-04_Recombinase_Timelapse_V2_96hrs,2022-11-04_Recombinase_Timelapse_V2_96hrs_TASBE","['2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20']","no,no,no,no,no,no,no,no","[False, False, False, False, False, False, False, False]",8,0,False,unknown,unknown,
attP-invNG-attB_PhiC,"2022-11-01_Recombinase_Timelapse_V2_24hrs,2022-11-01_Recombinase_Timelapse_V2_24hrs_TASBE,2022-11-02_Recombinase_Timelapse_V2_48hrs,2022-11-02_Recombinase_Timelapse_V2_48hrs_TASBE,2022-11-03_Recombinase_Timelapse_V2_72hrs,2022-11-03_Recombinase_Timelapse_V2_72hrs_TASBE,2022-11-04_Recombinase_Timelapse_V2_96hrs,2022-11-04_Recombinase_Timelapse_V2_96hrs_TASBE","['2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20']","no,no,no,no,no,no,no,no","[False, False, False, False, False, False, False, False]",8,0,False,unknown,unknown,
attP-invNG-attB_PhiC_PhiC-RDF,"2022-11-01_Recombinase_Timelapse_V2_24hrs,2022-11-01_Recombinase_Timelapse_V2_24hrs_TASBE,2022-11-02_Recombinase_Timelapse_V2_48hrs,2022-11-02_Recombinase_Timelapse_V2_48hrs_TASBE,2022-11-03_Recombinase_Timelapse_V2_72hrs,2022-11-03_Recombinase_Timelapse_V2_72hrs_TASBE,2022-11-04_Recombinase_Timelapse_V2_96hrs,2022-11-04_Recombinase_Timelapse_V2_96hrs_TASBE","['2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20']","no,no,no,no,no,no,no,no","[False, False, False, False, False, False, False, False]",8,0,False,unknown,unknown,
attP-invNG-attB_PhiC_RDF,"2022-11-01_Recombinase_Timelapse_V2_24hrs,2022-11-01_Recombinase_Timelapse_V2_24hrs_TASBE,2022-11-02_Recombinase_Timelapse_V2_48hrs,2022-11-02_Recombinase_Timelapse_V2_48hrs_TASBE,2022-11-03_Recombinase_Timelapse_V2_72hrs,2022-11-03_Recombinase_Timelapse_V2_72hrs_TASBE,2022-11-04_Recombinase_Timelapse_V2_96hrs,2022-11-04_Recombinase_Timelapse_V2_96hrs_TASBE","['2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20']","no,no,no,no,no,no,no,no","[False, False, False, False, False, False, False, False]",8,0,False,unknown,unknown,
attR-invNG-attL_PhiC-RDF,"2022-11-01_Recombinase_Timelapse_V2_24hrs,2022-11-01_Recombinase_Timelapse_V2_24hrs_TASBE,2022-11-02_Recombinase_Timelapse_V2_48hrs,2022-11-02_Recombinase_Timelapse_V2_48hrs_TASBE,2022-11-03_Recombinase_Timelapse_V2_72hrs,2022-11-03_Recombinase_Timelapse_V2_72hrs_TASBE,2022-11-04_Recombinase_Timelapse_V2_96hrs,2022-11-04_Recombinase_Timelapse_V2_96hrs_TASBE","['2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20', '2022-10-31', '2022-10-31-14-20']","no,no,no,no,no,no,no,no","[False, False, False, False, False, False, False, False]",8,0,False,unknown,unknown,
eYFP,"2023-05-12_Colors1,2023-06-23_Initial_ID7000,2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2","['2023-05-10-04-30', '2023-06-21-20-30', '2023-06-27-20-30', '2023-07-03-20-30']","old,no,no,no","[False, False, False, False]",4,0,False,unknown,unknown,
iRFP720,"2023-05-10_LSSmOrange_EBFP2_mNG_iRFP720,2023-05-10_mKO2_EBFP2_mNG_iRFP720,2023-05-10_mKO2_tagBFP_mNG_iRFP720,2023-05-10_mKate_EBFP2_mNG_iRFP720,2023-05-12_Colors1,2023-06-23_Initial_ID7000,2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2,2023-08-04_mKO2_tagBFP_mNG_iRFP720_v2,2023-08-04_mKO2_tagBFP_mNG_iRFP720_v3,2023-08-04_tdT_tagBFP_mNG_iRFP720,2023-08-25_iRFP720_tests,2023-09-10_Cascades1_CCv2","['x', 'x', 'x', 'x', '2023-05-10-04-30', '2023-06-21-20-30', '2023-06-27-20-30', '2023-07-03-20-30', 'x', 'x', 'x', 'x', 'x']","no,no,no,no,old,no,no,no,no,no,no,no,no","[False, False, False, False, False, False, False, False, False, False, False, False, False]",13,4,False,unknown,unknown,
mKO2,"2023-05-10_mKO2_EBFP2_mNG_iRFP720,2023-05-10_mKO2_tagBFP_mNG_iRFP720,2023-05-12_Colors1,2023-06-23_Initial_ID7000,2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2,2023-08-04_mKO2_tagBFP_mNG_iRFP720_v2,2023-08-04_mKO2_tagBFP_mNG_iRFP720_v3,2023-09-10_Cascades1_CCv2,2023-10-16_ConstraintsV2_1_NoiseFloor,2023-10-16_ConstraintsV2_1_mMaroon1,2023-10-22_ConstraintsV2_2,2023-10-29_ConstraintsV2_3","['x', 'x', '2023-05-10-04-30', '2023-06-21-20-30', '2023-06-27-20-30', '2023-07-03-20-30', 'x', 'x', 'x', 'x', 'x', 'x', 'x']","no,no,old,no,no,no,no,no,no,no,no,no,no","[False, False, False, False, False, False, False, False, False, False, False, True, True]",13,2,False,unknown,unknown,mKO2
mKO2+iRFP720,"2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2","['2023-06-27-20-30', '2023-07-03-20-30']","no,no","[False, False]",2,0,False,unknown,unknown,
mKate,"2023-05-10_mKate_EBFP2_mNG_iRFP720,2023-05-12_Colors1,2023-06-23_Initial_ID7000,2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2","['x', '2023-05-10-04-30', '2023-06-21-20-30', '2023-06-27-20-30', '2023-07-03-20-30']","no,old,no,no,no","[False, False, False, False, False]",5,1,False,unknown,unknown,
mKate+iRFP720,"2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2","['2023-06-27-20-30', '2023-07-03-20-30']","no,no","[False, False]",2,0,False,unknown,unknown,
mMaroon1,"2023-10-16_ConstraintsV2_1_mMaroon1,2023-10-22_ConstraintsV2_2,2023-10-29_ConstraintsV2_3","['x', 'x', 'x']","no,no,no","[False, True, True]",3,0,False,unknown,unknown,
mNG+i720+mKO2+tagBFP,"2023-05-12_Colors1,2023-06-23_Initial_ID7000,2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2","['2023-05-10-04-30', '2023-06-21-20-30', '2023-06-27-20-30', '2023-07-03-20-30']","old,no,no,no","[False, False, False, False]",4,0,False,unknown,unknown,
mNG+i720+mKate+tagBFP,"2023-05-12_Colors1,2023-06-23_Initial_ID7000,2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2","['2023-05-10-04-30', '2023-06-21-20-30', '2023-06-27-20-30', '2023-07-03-20-30']","old,no,no,no","[False, False, False, False]",4,0,False,unknown,unknown,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
mNG_iRFP720,2023-10-16_ConstraintsV2_1_i720,['x'],v3,[False],1,0,False,unknown,unknown,
mNG_mMaroon1,2023-10-16_ConstraintsV2_1_mMaroon1,['x'],no,[False],1,0,False,unknown,unknown,
mNeonGreen,"2023-05-10_LSSmOrange_EBFP2_mNG_iRFP720,2023-05-10_mKO2_EBFP2_mNG_iRFP720,2023-05-10_mKO2_tagBFP_mNG_iRFP720,2023-05-10_mKate_EBFP2_mNG_iRFP720,2023-08-04_mKO2_tagBFP_mNG_iRFP720_v2,2023-08-04_mKO2_tagBFP_mNG_iRFP720_v3,2023-08-04_tdT_tagBFP_mNG_iRFP720","['x', 'x', 'x', 'x', 'x', 'x', 'x']","no,no,no,no,no,no,no","[False, False, False, False, False, False, False]",7,0,False,unknown,unknown,
mNeongreen,"2023-05-12_Colors1,2023-06-23_Initial_ID7000,2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2","['2023-05-10-04-30', '2023-06-21-20-30', '2023-06-27-20-30', '2023-07-03-20-30']","old,no,no,no","[False, False, False, False]",4,0,False,unknown,unknown,
mTSapphire,"2023-05-12_Colors1,2023-06-23_Initial_ID7000,2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2","['2023-05-10-04-30', '2023-06-21-20-30', '2023-06-27-20-30', '2023-07-03-20-30']","old,no,no,no","[False, False, False, False]",4,0,False,unknown,unknown,
mneongreen,"2023-09-10_Cascades1_CCv2,2023-10-16_ConstraintsV2_1_mMaroon1,2023-10-22_ConstraintsV2_2,2023-10-29_ConstraintsV2_3","['x', 'x', 'x', 'x']","no,no,no,no","[False, False, True, True]",4,0,False,unknown,unknown,
out+10,E20221012A_massCtrls,['2022-10-10'],no,[False],1,0,False,unknown,unknown,
rec_0xrec_CasE,2023-04-18_Constraints_PguCascades,['2023-04-15-16-30'],old,[False],1,0,False,unknown,unknown,
rec_0xrec_Csy4,2023-04-18_Constraints_PguCascades,['2023-04-15-16-30'],old,[False],1,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
tagBFP,"2023-05-10_mKO2_tagBFP_mNG_iRFP720,2023-05-12_Colors1,2023-06-23_Initial_ID7000,2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2,2023-08-04_mKO2_tagBFP_mNG_iRFP720_v2,2023-08-04_mKO2_tagBFP_mNG_iRFP720_v3,2023-08-04_tdT_tagBFP_mNG_iRFP720,2023-09-10_Cascades1_CCv2,2023-10-16_ConstraintsV2_1_NoiseFloor,2023-10-16_ConstraintsV2_1_mMaroon1,2023-10-22_ConstraintsV2_2,2023-10-29_ConstraintsV2_3","['x', '2023-05-10-04-30', '2023-06-21-20-30', '2023-06-27-20-30', '2023-07-03-20-30', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x']","no,old,no,no,no,no,no,no,no,no,no,no,no","[False, False, False, False, False, False, False, False, False, False, False, True, True]",13,1,False,unknown,unknown,
tdTomato,2023-08-04_tdT_tagBFP_mNG_iRFP720,['x'],no,[False],1,0,False,unknown,unknown,
uORFsum0x,"2023-04-18_Constraints_PguCascades,2023-10-22_ConstraintsV2_2","['2023-04-15-16-30', 'x']","old,no","[False, True]",2,0,False,unknown,unknown,
uORFsum1w,"2023-04-18_Constraints_PguCascades,2023-10-22_ConstraintsV2_2","['2023-04-15-16-30', 'x']","old,no","[False, True]",2,0,False,unknown,unknown,
uORFsum1x,"2023-04-18_Constraints_PguCascades,2023-10-22_ConstraintsV2_2","['2023-04-15-16-30', 'x']","old,no","[False, True]",2,0,True,no device,none,"1xiRFP720,L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
uORFsum2x,"2023-04-18_Constraints_PguCascades,2023-10-22_ConstraintsV2_2","['2023-04-15-16-30', 'x']","old,no","[False, True]",2,0,False,unknown,unknown,
uORFsum3x,"2023-04-18_Constraints_PguCascades,2023-10-22_ConstraintsV2_2","['2023-04-15-16-30', 'x']","old,no","[False, True]",2,0,False,unknown,unknown,
uORFsum4x,"2023-04-18_Constraints_PguCascades,2023-10-22_ConstraintsV2_2","['2023-04-15-16-30', 'x']","old,no","[False, True]",2,0,False,unknown,unknown,
uORFsum5x,"2023-04-18_Constraints_PguCascades,2023-10-22_ConstraintsV2_2","['2023-04-15-16-30', 'x']","old,no","[False, True]",2,0,True,no device,none,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
uORFsum6x,"2023-04-18_Constraints_PguCascades,2023-10-22_ConstraintsV2_2","['2023-04-15-16-30', 'x']","old,no","[False, True]",2,0,False,unknown,unknown,
uORFsum8x,"2023-04-18_Constraints_PguCascades,2023-10-22_ConstraintsV2_2","['2023-04-15-16-30', 'x']","old,no","[False, True]",2,0,True,no device,none,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
